carte_la_plus_petite,derniere_carte,nombre_joueurs,temps_attente
75,74,4,9.218754759874416
80,75,4,8.336110714300407
83,80,4,1.016248976314393
86,83,4,14.207946967063052
92,86,4,9.99066050737903
11,-1,4,11.879735211903593
16,11,4,5.608141797338506
17,16,4,7.7264828495429185
33,17,4,6.6020493414397015
34,33,4,11.941119968147099
44,34,4,6.251202952207223
61,44,4,10.870193109759516
68,61,4,11.624315874965735
72,68,4,4.7782874325695435
77,72,4,12.108015824717798
7,-1,2,10.63271691520848
45,7,2,9.113883781353831
58,45,2,13.841822156749922
61,58,2,12.167261149668605
64,61,2,13.987283092800928
67,64,2,1.3208253107676355
69,67,2,12.498416529843373
73,69,2,2.96583748158914
75,73,2,14.555322311268306
80,75,2,4.857273932030038
9,-1,3,4.350388091690128
25,9,3,8.367757038601273
37,25,3,1.926436111468636
44,37,3,4.212211203648145
47,44,3,14.047891713874641
55,47,3,6.244747766727159
56,55,3,1.4225955847495861
61,56,3,8.332466157897754
63,61,3,6.513433186745275
71,63,3,9.655036507995732
4,-1,3,4.952531017222426
8,4,3,6.109662434461507
33,8,3,7.122713464891419
35,33,3,5.382276334053838
36,35,3,10.182687550081841
50,36,3,1.7716747610547878
53,50,3,8.85743639242947
56,53,3,2.0060790193011746
59,56,3,7.362397978414196
65,59,3,12.239026046162419
3,-1,4,2.3155164369387364
4,3,4,6.048353288164692
14,4,4,14.446615903739021
28,14,4,6.033799984701889
37,28,4,12.183898166627564
62,37,4,12.450980594541464
77,62,4,5.238315164448515
86,77,4,3.581639512232316
88,86,4,4.7384085825867475
93,88,4,9.947725781659287
9,-1,2,13.460149608716524
26,9,2,9.985723866897967
34,26,2,7.106627973954078
51,34,2,7.526003726969843
53,51,2,12.32045707337539
57,53,2,1.8064934416160234
71,57,2,8.078583641466004
81,71,2,13.34823194922753
82,81,2,5.261868965300242
97,82,2,6.1160341877272195
9,-1,4,1.6070970872348125
10,9,4,8.414057109397984
29,10,4,8.201993081767508
38,29,4,8.23826192565929
62,38,4,14.676846076546612
67,62,4,13.075076406480227
68,67,4,5.513027937249407
72,68,4,13.882719509708668
89,72,4,13.848022095568783
90,89,4,12.93218966750373
2,-1,3,5.815912562319363
12,2,3,12.128442974426058
38,12,3,2.9735927461432876
49,38,3,8.00272960491535
54,49,3,2.4019551714287175
59,54,3,10.770703146839983
61,59,3,5.280481970811897
64,61,3,2.8448029101456864
81,64,3,13.670580041116748
83,81,3,1.0426740713379636
17,-1,2,4.648244775144844
29,17,2,2.3613546823730953
45,29,2,12.468845331854546
46,45,2,3.618332864250502
52,46,2,2.7494015963895886
78,52,2,3.02806095660847
79,78,2,3.1964744623977213
83,79,2,2.8518229299219264
87,83,2,14.41442511062758
91,87,2,11.964852046062486
4,-1,2,10.877268746102741
8,4,2,9.036629746171343
10,8,2,4.714429495179147
39,10,2,14.194399394967979
44,39,2,3.3322191679054667
45,44,2,11.968406628924111
50,45,2,3.8502052209895226
53,50,2,13.14158504309915
88,53,2,1.7484077033365784
90,88,2,7.139520744078158
7,-1,3,4.624084116707167
17,7,3,11.029918669520319
19,17,3,11.802351130681716
30,19,3,2.872813832685181
37,30,3,7.787013308202667
39,37,3,13.167042743094335
59,39,3,14.1624495895574
68,59,3,9.043856649701135
83,68,3,14.574429845468622
95,83,3,4.432068007912598
26,-1,4,9.78319176508091
30,26,4,3.6099038466926343
36,30,4,7.403723145404151
65,36,4,4.697775583102465
69,65,4,11.858273296558465
74,69,4,6.352983247365548
82,74,4,1.6098323356039193
86,82,4,14.399388463005309
88,86,4,6.272702766927809
96,88,4,7.733421763923134
4,-1,5,11.976461887812404
11,4,5,5.667108038028166
12,11,5,12.31420961352222
26,12,5,9.48243604783152
27,26,5,1.5020528214920608
38,27,5,7.910899031300896
54,38,5,4.30662758046032
64,54,5,7.063605566605423
81,64,5,8.532473518463597
96,81,5,3.310484506478578
8,-1,5,12.433690394293542
33,8,5,9.400172611467998
43,33,5,5.720255429075894
46,43,5,10.324402421415204
56,46,5,10.699923095977317
59,56,5,14.571322587110892
74,59,5,1.6273577253400793
81,74,5,14.999128984898876
85,81,5,5.68926887935146
88,85,5,1.347474704854947
9,-1,4,2.2490264453258537
21,9,4,9.642725963667658
22,21,4,4.078667376296868
30,22,4,3.449975405481597
36,30,4,8.81260428658481
42,36,4,7.812832526689202
52,42,4,5.406777200997663
76,52,4,4.085820078484684
77,76,4,3.6130904346316717
83,77,4,13.662789586014227
1,-1,4,12.564959090449896
11,1,4,10.752550370895753
13,11,4,3.4459017843798554
14,13,4,8.179085759813113
19,14,4,2.124328931406556
22,19,4,5.653548825513691
30,22,4,7.132039946644765
48,30,4,5.752633536960763
53,48,4,8.319948618763252
67,53,4,5.217274401647558
3,-1,2,11.137709464632174
16,3,2,8.51278399463835
31,16,2,3.9604539211728156
35,31,2,1.1533572058459514
43,35,2,7.952954609901854
59,43,2,6.785661414029069
73,59,2,7.4326550645296035
74,73,2,4.7234036914090805
81,74,2,10.129909435516886
96,81,2,10.308587324901238
7,-1,4,8.095918697845349
38,7,4,11.733558350845632
46,38,4,2.1483931450099822
53,46,4,9.980716665485817
61,53,4,3.750914005566061
75,61,4,12.343282142815266
77,75,4,1.8321033830605264
79,77,4,10.025205793469814
82,79,4,5.820175860117352
100,82,4,8.071160137019618
3,-1,2,7.124898705864979
25,3,2,6.576859789798911
26,25,2,2.356963156179236
27,26,2,10.351379866596371
29,27,2,10.446031439287848
46,29,2,6.872599986370132
55,46,2,12.960758059821554
72,55,2,9.739937939712462
94,72,2,1.0445493042440064
96,94,2,9.410292914590023
1,-1,3,10.342227459790024
24,1,3,3.2582837189003486
36,24,3,3.801882326748564
38,36,3,3.145431995455932
58,38,3,9.72485472236523
65,58,3,9.807169436668481
80,65,3,4.527297789331198
85,80,3,12.945718188076997
94,85,3,8.039427941194514
98,94,3,7.17703000488056
4,-1,2,14.25676311362728
25,4,2,7.336005932518355
48,25,2,13.534954432954631
57,48,2,9.505537353506861
63,57,2,6.316682160803692
66,63,2,2.0743044714295413
81,66,2,5.329455935163375
83,81,2,6.432399611919926
98,83,2,6.172665434762154
99,98,2,13.479429293146612
8,-1,5,8.486895782581577
14,8,5,4.788921412057181
18,14,5,2.5259368932603836
27,18,5,1.702257432653195
39,27,5,9.213280437401133
47,39,5,13.702101438361504
53,47,5,4.934224052284666
58,53,5,10.628157920310814
66,58,5,2.366438983044892
94,66,5,7.18732478210553
2,-1,2,8.483327079452776
14,2,2,10.714202924740963
25,14,2,14.920995169370958
33,25,2,8.823019239016546
45,33,2,9.566159158463085
69,45,2,11.197776682176228
74,69,2,4.340603194548279
81,74,2,11.915134550636814
88,81,2,11.209861900053244
94,88,2,5.213319421979211
9,-1,4,12.953767237917758
12,9,4,6.954227270683249
25,12,4,14.554888931456032
39,25,4,8.797834099675857
51,39,4,6.297231341215998
55,51,4,13.676683150373645
69,55,4,1.4619163334428744
86,69,4,7.3973803128755335
91,86,4,9.485623925492103
100,91,4,3.747428400940576
10,-1,2,5.768696968510847
18,10,2,12.596720503454392
23,18,2,7.358440833567157
30,23,2,7.80874676191484
48,30,2,9.413343253535166
54,48,2,1.9554299174024956
66,54,2,3.021576096860736
82,66,2,5.332283951867984
90,82,2,7.600816163344261
97,90,2,5.687930525162663
2,-1,2,5.213664844463257
14,2,2,14.220035435556703
26,14,2,6.844930859086835
30,26,2,2.4713264922326417
31,30,2,13.093886547048978
52,31,2,13.882441553418257
67,52,2,2.8972079628173995
72,67,2,9.571641863505665
82,72,2,4.02313977173799
90,82,2,3.0191110376708874
6,-1,2,5.826377448470776
7,6,2,5.870303381472786
12,7,2,4.202513568634451
19,12,2,7.735564508330461
26,19,2,1.750325047334377
29,26,2,6.718560972109986
30,29,2,10.436303692904586
37,30,2,12.860046723614031
57,37,2,2.254154455019453
96,57,2,9.917306345758275
2,-1,5,7.793415011457901
8,2,5,14.779792831546835
13,8,5,12.680323183989351
24,13,5,3.130655733023276
52,24,5,9.710867414310854
57,52,5,4.823968892026793
61,57,5,8.010814219109816
73,61,5,6.571291511400973
76,73,5,10.04238863512009
78,76,5,7.266090479740613
7,-1,4,4.692398780515324
13,7,4,7.594875753576294
14,13,4,13.145379071018228
27,14,4,13.874481890879212
34,27,4,12.426139404590462
66,34,4,2.03488300824244
69,66,4,3.4864330359683637
74,69,4,8.739493065748347
76,74,4,12.962596067054166
99,76,4,9.102443909755493
9,-1,5,12.081168507099484
10,9,5,7.680120222008772
17,10,5,9.589039537649192
23,17,5,13.731179039752336
59,23,5,7.317529232291362
67,59,5,9.55904824971907
71,67,5,14.853936725848204
83,71,5,8.004089252739169
94,83,5,3.102720593193985
98,94,5,13.795069171772028
3,-1,5,8.356851635298042
6,3,5,8.264934102060586
18,6,5,10.348191050883319
23,18,5,3.4123528836234005
50,23,5,5.482234080914607
55,50,5,14.976929519848753
68,55,5,8.391964591243898
74,68,5,5.126570329411004
78,74,5,2.4820054712951993
100,78,5,14.866900497196205
3,-1,5,1.1104860162540255
6,3,5,12.296925093353918
9,6,5,5.20401841714736
13,9,5,1.644145521375111
64,13,5,5.178384056273692
69,64,5,1.6399863943619182
85,69,5,6.042678313420525
93,85,5,11.208505215857041
94,93,5,13.188751183927842
97,94,5,9.893233634196658
3,-1,5,3.863598164465688
25,3,5,8.881079634944804
38,25,5,13.487306581052636
40,38,5,11.379176584462575
44,40,5,1.6682722919120434
70,44,5,11.494650025325239
71,70,5,13.233459979252121
74,71,5,10.290642317785506
77,74,5,6.343144601469209
89,77,5,14.301373374874274
1,-1,4,10.709581207816289
2,1,4,14.263529392281777
3,2,4,4.679662572693593
7,3,4,5.76738294361743
12,7,4,13.745650493952757
24,12,4,4.536660268329667
44,24,4,6.337816383069556
76,44,4,8.244779051790676
79,76,4,13.72344865030834
82,79,4,3.4662103212420137
8,-1,2,3.542647999568933
12,8,2,11.516901713870242
22,12,2,10.460650740514291
45,22,2,8.824206202815926
51,45,2,14.533298016180034
60,51,2,3.7055176152891915
69,60,2,9.731638243621264
78,69,2,12.447055300462415
79,78,2,1.2965852029887803
91,79,2,5.118740151032593
4,-1,3,1.0251886715566558
13,4,3,6.512694612287523
19,13,3,7.145954363177328
23,19,3,8.878138186710135
24,23,3,10.02960752281406
30,24,3,14.072471184911986
45,30,3,12.426185127071214
51,45,3,9.088554915648164
71,51,3,6.258063079518363
89,71,3,12.316928894682391
6,-1,2,13.080198391177126
7,6,2,14.386209111158815
21,7,2,9.560780556808878
32,21,2,2.694733610474892
44,32,2,1.6804679349544014
46,44,2,5.038354177065475
48,46,2,1.9211228815495744
51,48,2,12.445635553186884
57,51,2,7.001214769011304
82,57,2,2.6625883593623687
3,-1,5,2.5313593922282305
10,3,5,14.196311528346794
18,10,5,14.517876525466237
29,18,5,8.262232700030085
43,29,5,3.9974628848429825
59,43,5,4.054310803388601
64,59,5,5.0364569331069475
82,64,5,5.331617308721681
92,82,5,14.832046353756509
100,92,5,1.1614259324341953
26,-1,4,6.897936761956825
48,26,4,13.938525719443414
50,48,4,1.0291424244450977
52,50,4,11.239828840674082
54,52,4,11.902044262030138
56,54,4,13.596891577279287
61,56,4,5.0028017180300415
70,61,4,8.631150536010901
74,70,4,6.92159154111034
78,74,4,11.42443126271253
2,-1,4,14.789827289497866
12,2,4,2.7501801376734627
13,12,4,13.06588653331168
14,13,4,4.380852483190172
15,14,4,7.709273692441139
16,15,4,3.557372172007815
22,16,4,1.7842921254577584
49,22,4,2.4662435829839815
72,49,4,3.075133615894001
76,72,4,3.283934529784197
2,-1,2,3.5786022497455274
8,2,2,8.164925586773556
9,8,2,4.396824436697903
20,9,2,13.046464331423145
25,20,2,2.4836281364749073
35,25,2,8.425058914152807
54,35,2,1.2988499048493054
67,54,2,2.90825362014874
87,67,2,3.3618463415334823
88,87,2,1.9032792174301467
25,-1,5,11.17105675624613
27,25,5,2.140619039472142
29,27,5,9.051487795752196
39,29,5,12.457941189835955
48,39,5,5.331980727140964
50,48,5,13.357732865110245
52,50,5,3.33095328988063
73,52,5,14.253680318666426
92,73,5,12.464563238387068
93,92,5,4.962745776521479
10,-1,3,2.2225557202359383
16,10,3,5.586834873065336
26,16,3,13.168900466848116
50,26,3,7.608992220526273
60,50,3,12.166860001145471
65,60,3,3.156887001196554
69,65,3,9.545939365955926
70,69,3,8.80012892468116
80,70,3,4.800679329617492
92,80,3,5.706885481094036
2,-1,4,1.98835566380033
28,2,4,7.073025553839585
59,28,4,1.6259194774357908
72,59,4,2.6637407493217458
74,72,4,13.846590832537482
78,74,4,5.996439117544515
81,78,4,11.621316358867134
89,81,4,9.402817983679935
97,89,4,5.437784283808389
98,97,4,4.1286215827984085
7,-1,5,1.1191181677243032
13,7,5,8.329809314224237
32,13,5,6.867973271607185
42,32,5,4.101016284679027
56,42,5,6.592648136134884
61,56,5,4.723043417864558
69,61,5,6.303596341045677
75,69,5,7.535258375872059
82,75,5,10.999341627726604
97,82,5,9.37963417413169
17,-1,5,2.1639635532977772
23,17,5,12.378552649698214
25,23,5,5.105664684320892
33,25,5,10.553714047649416
39,33,5,12.034178280788474
47,39,5,7.966020711472712
62,47,5,13.901324690225291
64,62,5,8.219425218676385
76,64,5,7.5521821609872015
88,76,5,6.515596573923233
3,-1,5,10.726172082344899
7,3,5,10.537323979894904
22,7,5,10.08695300074442
44,22,5,2.8267729578555456
46,44,5,12.289498218826386
58,46,5,6.380882674384829
59,58,5,10.72683608726696
69,59,5,9.14948530304626
83,69,5,12.615702897184935
99,83,5,7.782351921346261
4,-1,2,14.21761157235929
6,4,2,9.418222380181426
25,6,2,4.014746178376104
31,25,2,3.0994429094904925
34,31,2,12.500458591119315
45,34,2,13.40828374877406
49,45,2,3.043673682020125
54,49,2,14.947340394851414
65,54,2,1.068563765541377
69,65,2,13.960816602229253
2,-1,4,8.745919716608682
8,2,4,9.330706959877608
39,8,4,12.016401309160347
60,39,4,7.361443924271932
66,60,4,2.9877064481033893
75,66,4,13.449781428889189
77,75,4,7.586182261070333
79,77,4,7.565334980738338
84,79,4,4.308721638690644
91,84,4,7.431937838249103
1,-1,2,3.3733417499811367
3,1,2,11.624954040377688
6,3,2,5.405911549277908
13,6,2,10.41788453169678
29,13,2,7.227115184102691
48,29,2,8.311434363303107
51,48,2,10.1479218062771
65,51,2,3.038557993753323
72,65,2,10.377767574769468
85,72,2,3.62597753683189
15,-1,5,7.917411399361992
19,15,5,2.887017199175588
26,19,5,12.859615157938507
27,26,5,7.610708889082363
39,27,5,10.127092932360586
42,39,5,14.174611528302899
54,42,5,10.333253761264421
58,54,5,8.746306439852145
67,58,5,8.601570149495569
81,67,5,13.068354900650748
2,-1,5,7.539153980362908
18,2,5,8.239358130489563
30,18,5,14.65344785385826
41,30,5,13.032165307322636
42,41,5,1.3913011344815518
74,42,5,10.463323717830328
76,74,5,8.634512044677757
80,76,5,3.703274272488194
92,80,5,9.740678765633177
96,92,5,4.256430689175261
4,-1,2,9.594422307071978
13,4,2,14.672660421643439
16,13,2,12.074219974138382
18,16,2,9.573479825644885
24,18,2,2.8366216446192594
38,24,2,1.8891915971713167
46,38,2,6.088316583304232
47,46,2,12.12965597922653
64,47,2,2.0674661847091285
94,64,2,14.438900007603788
4,-1,2,7.804088674738002
18,4,2,4.784383729402616
28,18,2,10.189491300942867
36,28,2,2.739046584535372
48,36,2,12.41581937130985
52,48,2,13.261953323196458
55,52,2,5.890125399963809
77,55,2,6.936558239799056
84,77,2,10.662436347504814
85,84,2,11.651124859426709
6,-1,2,11.839220436248125
19,6,2,12.282948320196555
52,19,2,11.282196412833857
57,52,2,1.17330083824315
60,57,2,8.869600007242244
69,60,2,1.4122343829941642
83,69,2,11.767770240267815
85,83,2,7.769994652832256
87,85,2,3.9878249623050546
100,87,2,7.20474708466497
13,-1,2,14.732003780587645
18,13,2,10.658357502253546
21,18,2,6.17253753633712
39,21,2,8.473011811424271
43,39,2,7.500129755004341
51,43,2,7.347277464874733
54,51,2,1.5820206405913928
65,54,2,8.210341894195304
82,65,2,12.62773864183929
89,82,2,4.858845529402098
14,-1,4,6.327641323862742
22,14,4,10.607600442789064
27,22,4,1.5479348258760395
33,27,4,13.846550078827258
35,33,4,3.6316425064408335
81,35,4,10.49498722080969
85,81,4,9.725345112922753
89,85,4,8.86693976575843
96,89,4,14.452918716591075
97,96,4,1.4116811918540335
15,-1,3,10.819889069920116
25,15,3,1.6216521708333687
33,25,3,14.468045467117438
70,33,3,7.476927929342695
77,70,3,4.050260602749338
78,77,3,9.58513552832487
84,78,3,8.447977524317796
85,84,3,4.861850294248201
94,85,3,5.480241178423173
98,94,3,12.90054185330486
15,-1,3,13.26301150854948
16,15,3,10.821346331292787
23,16,3,11.63533106152909
42,23,3,12.781572566936852
48,42,3,10.40909972822808
55,48,3,11.845706184409583
71,55,3,4.978411308679844
73,71,3,6.175224393225507
91,73,3,2.9070074493151727
95,91,3,7.705495656979371
3,-1,2,9.524975339823445
19,3,2,13.506198915054984
24,19,2,13.252282674874678
45,24,2,10.133483727488871
47,45,2,1.8976995328251633
57,47,2,2.5608813673539306
67,57,2,6.719961317377884
84,67,2,5.429257031995924
90,84,2,2.980121137533166
94,90,2,1.494570638790567
2,-1,3,9.986133291248327
3,2,3,1.9119695760202675
5,3,3,5.177512414920183
8,5,3,13.860792866715043
32,8,3,6.871043390183093
41,32,3,1.8209954208782513
45,41,3,11.273854858169436
51,45,3,3.37452088353338
55,51,3,8.538799799895987
90,55,3,2.3295901265914614
21,-1,2,8.886365974225988
24,21,2,13.907563452984698
28,24,2,6.642034525026908
43,28,2,9.27620623871876
50,43,2,13.163115655272984
51,50,2,11.32874199075419
70,51,2,3.286111241592814
72,70,2,11.222222816635659
82,72,2,7.664809851041532
87,82,2,8.845458894778336
1,-1,2,5.145395831809355
3,1,2,12.706805376057508
12,3,2,8.84631681689831
17,12,2,1.2856938984774136
19,17,2,4.410862020300451
40,19,2,8.508073122725094
42,40,2,14.606840774549141
65,42,2,3.319608589548631
69,65,2,4.6773402436564995
86,69,2,3.0926871785925845
4,-1,2,5.668625165787787
8,4,2,10.73451270476862
12,8,2,11.963034505633521
70,12,2,8.545574153044239
72,70,2,5.025567225771443
80,72,2,6.84705178374878
83,80,2,9.664981093728017
87,83,2,5.569848925277452
90,87,2,8.62505488342779
97,90,2,2.144391369499137
8,-1,3,12.840247228157647
12,8,3,4.015511531502481
16,12,3,4.100798072230022
35,16,3,12.1778655950266
36,35,3,11.330269062834441
41,36,3,8.619429768483778
55,41,3,10.360933643905113
66,55,3,4.102295034368598
72,66,3,4.275183981114696
81,72,3,9.333292333760502
12,-1,4,3.9652856830215333
13,12,4,9.227426928537096
27,13,4,8.830506053011401
36,27,4,4.783479779414845
57,36,4,7.660037594410293
60,57,4,11.064037499088665
66,60,4,12.088677532006344
72,66,4,1.2713666020081213
86,72,4,3.689786848624744
100,86,4,2.0201047004501023
3,-1,3,7.128834240578006
20,3,3,8.487516861283634
25,20,3,12.601241760512895
29,25,3,2.0420357703355787
31,29,3,12.734622359370626
43,31,3,6.603600591391492
61,43,3,2.750281394030399
79,61,3,10.600781474292127
90,79,3,4.940969026067602
95,90,3,13.625225952368512
2,-1,5,12.590635527685272
18,2,5,1.6763290727927853
22,18,5,8.615529629975429
36,22,5,6.652488134102052
38,36,5,6.650223830001458
66,38,5,11.431436651850687
78,66,5,13.47814794734597
80,78,5,9.649745016395741
81,80,5,7.509482163256572
93,81,5,13.139038890152545
2,-1,3,9.100232439752036
7,2,3,8.663454288215682
10,7,3,2.6395775814623876
33,10,3,5.829259739985227
38,33,3,11.638388062161674
41,38,3,5.425028650773178
47,41,3,10.484979766590742
48,47,3,4.3216335731979845
56,48,3,2.8524182292651146
72,56,3,1.6541035235309853
5,-1,4,13.153250005561592
16,5,4,7.810041978793041
22,16,4,14.009310665624364
34,22,4,7.651264481635206
67,34,4,9.771068225305992
74,67,4,11.179815487646366
79,74,4,5.058920747559056
84,79,4,9.431218740226713
85,84,4,13.417256601411161
91,85,4,8.278872745945868
18,-1,2,4.656356151634578
29,18,2,10.225640701658007
39,29,2,13.489350070689508
43,39,2,12.902731932912994
54,43,2,4.424711574120866
62,54,2,3.690561811419899
66,62,2,2.8416156343137633
83,66,2,14.394975249135843
84,83,2,12.035735856658237
86,84,2,10.239550187577446
3,-1,5,5.824621680405325
37,3,5,12.407448097688574
45,37,5,13.951960873485442
46,45,5,4.878926468176554
69,46,5,4.49337826993388
70,69,5,12.182014261879932
76,70,5,10.18617377741519
80,76,5,2.1330632686402793
88,80,5,2.856813858216406
91,88,5,6.567380232042073
4,-1,5,14.384471541004384
9,4,5,7.237867879332544
27,9,5,12.563763850721772
30,27,5,11.500195408926661
34,30,5,10.460912156535686
58,34,5,3.220082948470017
75,58,5,6.063871948934086
78,75,5,12.029699025836921
79,78,5,13.016262644201188
81,79,5,3.1588408578356386
3,-1,3,12.80789047740737
5,3,3,4.813380670437862
12,5,3,9.201087567532552
33,12,3,1.4632896609839388
40,33,3,6.538395909161221
42,40,3,6.780536710734387
57,42,3,5.178325459433431
58,57,3,6.059430789422558
78,58,3,12.698277977430372
100,78,3,11.953108576774403
6,-1,5,11.554290221283313
11,6,5,8.711871842891348
12,11,5,10.971859887570469
13,12,5,4.332632473883332
40,13,5,2.379669144475681
56,40,5,8.24499645699375
57,56,5,11.577722235748826
58,57,5,10.74765908701076
81,58,5,4.87025778934342
95,81,5,10.971171392612197
17,-1,2,8.014429998984806
18,17,2,11.615161924434052
21,18,2,11.25551547549395
29,21,2,5.2996943718278215
39,29,2,9.456900906624137
51,39,2,5.642821133204016
56,51,2,13.620520140836788
69,56,2,1.866110356577158
91,69,2,6.3888479791474815
99,91,2,2.5064989873112147
1,-1,4,14.016094724135694
2,1,4,13.460564563877442
4,2,4,5.321352549062526
34,4,4,5.07860077645056
52,34,4,10.508116115007972
57,52,4,8.606067597116876
60,57,4,9.003435424188673
61,60,4,10.652925516636207
85,61,4,13.305181147417892
100,85,4,4.981273792937342
2,-1,3,12.210354188330191
27,2,3,9.255813265015423
30,27,3,13.524409521272137
32,30,3,13.354750360508222
40,32,3,4.981669622083378
48,40,3,2.9857165827588124
77,48,3,8.394195661297292
79,77,3,5.735559801213847
89,79,3,4.610399889352196
93,89,3,10.895474778495576
1,-1,2,7.749039494410855
4,1,2,4.887043119107988
7,4,2,7.41962799368274
25,7,2,3.06430611727066
29,25,2,6.804542864409975
51,29,2,13.261582808646223
52,51,2,10.176314303471338
57,52,2,14.86218446679154
94,57,2,13.370273908596495
97,94,2,9.0706175152412
10,-1,2,6.872377469656597
11,10,2,8.8485139108011
38,11,2,3.200731434762172
39,38,2,10.426036304734989
50,39,2,11.401314384547124
53,50,2,8.234205084655503
61,53,2,3.6709238511471485
